[DEBUG] [2022-07-15 19:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 77f8b9e22746456ea203cb232af4ba69, msgType : 19
[DEBUG] [2022-07-15 19:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ff4e7b6e12264c67b5fac1c13883d163, msgType : 19
[DEBUG] [2022-07-15 19:00:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a3b3578c7e50452c9500e209ad65ac10, msgType : 19
[DEBUG] [2022-07-15 19:00:02] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d99b120885b24fdea96914863959b9d8, msgType : 19
[DEBUG] [2022-07-15 19:00:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a7fb17450e0547169752b14cac0094d7, msgType : 19
[DEBUG] [2022-07-15 19:00:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 02f021797e1e43afa343320a7e11bf24, msgType : 19
[DEBUG] [2022-07-15 19:00:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3f4aa23b36254eb2a1b52d60eec5fc10, msgType : 19
[DEBUG] [2022-07-15 19:00:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 642587be5462477bad8e691a782cc487, msgType : 19
[DEBUG] [2022-07-15 19:00:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 889e087b7e8e456099c2982bf149dab5, msgType : 19
[DEBUG] [2022-07-15 19:00:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7abb72c647b941d3a3ee386699a01aae, msgType : 19
[INFO] [2022-07-15 19:00:09] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[INFO] [2022-07-15 19:00:09] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-15 19:00:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5454f7ff88754ad6a59c3c58311926b5, msgType : 19
[DEBUG] [2022-07-15 19:00:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 78aea60a88734556be009650646ec3d1, msgType : 19
[DEBUG] [2022-07-15 19:00:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e93aa916e22245389be607a2b83d83f6, msgType : 19
[DEBUG] [2022-07-15 19:00:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 56be8d1b217a40f8ae08f38d949f9339, msgType : 19
[DEBUG] [2022-07-15 19:00:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 97b5f955bba44dfa91b9fd4637700c3e, msgType : 19
[DEBUG] [2022-07-15 19:00:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ba982084b4a544ef864c1f98d0f072c1, msgType : 19
[DEBUG] [2022-07-15 19:00:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 767d713e41f04c348e5fb7d05b3381e4, msgType : 19
[DEBUG] [2022-07-15 19:00:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 099d4570c1d04d52896b8550094881e1, msgType : 19
[DEBUG] [2022-07-15 19:00:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a40e39e2ea014e1fb39291724a6c511e, msgType : 19
[DEBUG] [2022-07-15 19:00:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 41398f265f354940b1dd083bdecfe725, msgType : 19
[INFO] [2022-07-15 19:00:19] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[INFO] [2022-07-15 19:00:19] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-15 19:00:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f3840845189a425a9d7c22acdb373341, msgType : 19
[DEBUG] [2022-07-15 19:00:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6b770e303aa84117af92bea693f2efcd, msgType : 19
[DEBUG] [2022-07-15 19:00:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7f5a818f055d4633a2177b20c5a65e12, msgType : 19
[DEBUG] [2022-07-15 19:00:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ab97d6398df44a75893d9db83edf1fdb, msgType : 19
[DEBUG] [2022-07-15 19:00:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 54c96368f0644b35a28b9c632a410f05, msgType : 19
[DEBUG] [2022-07-15 19:00:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cc00604b94814600b86e3822b9b3c8b9, msgType : 19
[DEBUG] [2022-07-15 19:00:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dc35e99d5f124cc2920ab2d79c0e9ac1, msgType : 19
[DEBUG] [2022-07-15 19:00:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 45413cf417864963b3fdb5feac1b5f58, msgType : 19
[DEBUG] [2022-07-15 19:00:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 07a273e0d22f42e7ac9d4156e1e8a815, msgType : 19
[DEBUG] [2022-07-15 19:00:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e8636a0a01a548aab3d0c392f6baa9a6, msgType : 19
[INFO] [2022-07-15 19:00:29] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[INFO] [2022-07-15 19:00:29] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-15 19:00:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 706a25fc9173407f9f7306b9f30b4c94, msgType : 19
[DEBUG] [2022-07-15 19:00:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 866fefb3ec604322baed063199c9bd34, msgType : 19
[DEBUG] [2022-07-15 19:00:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ee8aa1e991354d4a89feed07bc978f94, msgType : 19
[DEBUG] [2022-07-15 19:00:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 05511f96f07a4997acdca8a87ddbaf1e, msgType : 19
[DEBUG] [2022-07-15 19:00:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bccdade63eec4365b6c4369bb6ea8e68, msgType : 19
[DEBUG] [2022-07-15 19:00:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 20f6e839b4f94b04a9ae7ca335d3401c, msgType : 19
[DEBUG] [2022-07-15 19:00:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dec47734ccf242378e01f956fc34215f, msgType : 19
[DEBUG] [2022-07-15 19:00:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fc84c6209c4b43faa370627db7792e7c, msgType : 19
[DEBUG] [2022-07-15 19:00:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 955da0fa20404e4380813d43fbda92ad, msgType : 19
[DEBUG] [2022-07-15 19:00:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c8aebfba6ee0491bb5785f670a6dd4a4, msgType : 19
[INFO] [2022-07-15 19:00:39] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[INFO] [2022-07-15 19:00:39] EventSubscribeImp.resendWaitingFilters(173) | Resend waiting filters, size: 0
[DEBUG] [2022-07-15 19:00:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ea1f7d1244964383b360865231a6e5d7, msgType : 19
[DEBUG] [2022-07-15 19:00:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3cbfd9c0c832401c83e1e3fa88ae3e41, msgType : 19
[DEBUG] [2022-07-15 19:00:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 03f20a56cf5a47ecbbc6171863926448, msgType : 19
[DEBUG] [2022-07-15 19:00:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6ce932bf8c534d3b95c9e2f37fcb2324, msgType : 19
